id	subject	predicate	object	category	agent_type	has_attribute	knowledge_level
uuid:418d4e18-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	NLGN1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 70',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 70',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 70.0})] })	observation
uuid:418d562e-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	PCDH15	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 71',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 71',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 71.0})] })	observation
uuid:418d5e3a-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SEZ6L	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 72',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 72',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 72.0})] })	observation
uuid:418d6650-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	PNISR	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 73',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 73',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 73.0})] })	observation
uuid:418d6ea2-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	MT-CO1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 74',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 74',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 74.0})] })	observation
uuid:418d76b8-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	RBMS3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 75',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 75',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 75.0})] })	observation
uuid:418d7ece-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	AGAP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 76',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 76',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 76.0})] })	observation
uuid:418d86da-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	MECOM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 77',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 77',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 77.0})] })	observation
uuid:418d8fd6-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	FTX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 78',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 78',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 78.0})] })	observation
uuid:418d9814-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	RBFOX1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 79',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 79',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 79.0})] })	observation
uuid:418da034-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	CEMIP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 80',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 80',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 80.0})] })	observation
uuid:418da85e-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	MT-ATP6	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 81',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 81',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 81.0})] })	observation
uuid:418db09c-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	ERBB4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 82',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 82',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 82.0})] })	observation
uuid:418db8ee-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	CTNND2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 83',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 83',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 83.0})] })	observation
uuid:418dc118-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	THSD4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 84',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 84',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 84.0})] })	observation
uuid:418dc96a-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	HIP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 85',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 85',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 85.0})] })	observation
uuid:418dd19e-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	WWOX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 86',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 86',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 86.0})] })	observation
uuid:418dd9d2-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SLC39A10	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 87',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 87',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 87.0})] })	observation
uuid:418de29c-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	GNG7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 88',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 88',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 88.0})] })	observation
uuid:418deaee-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	ARL15	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 89',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 89',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 89.0})] })	observation
uuid:418df322-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SLC1A2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 90',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 90',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 90.0})] })	observation
uuid:418dfb56-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	ABCB1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 91',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 91',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 91.0})] })	observation
uuid:418e038a-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SIK3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 92',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 92',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 92.0})] })	observation
uuid:418e0bc8-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	STOX2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 93',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 93',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 93.0})] })	observation
uuid:418e13fc-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SORBS1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 94',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 94',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 94.0})] })	observation
uuid:418e1c26-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	MAP7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 95',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 95',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 95.0})] })	observation
uuid:418e2450-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	ATP1A2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 96',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 96',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 96.0})] })	observation
uuid:418e2ce8-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	EPN2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 97',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 97',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 97.0})] })	observation
uuid:418e3512-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	ADGRV1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 98',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 98',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 98.0})] })	observation
uuid:418e3d32-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	PDE4B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 99',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 99',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 99.0})] })	observation
uuid:418e4566-455c-11f0-bac5-92a5c40acabb	Amygdala	biolink:expresses	SGIP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 100',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 100',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 100.0})] })	observation
uuid:418e4fc0-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	MALAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 1',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 1',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 1.0})] })	observation
uuid:418e581c-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	PDE4D	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 2',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 2',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 2.0})] })	observation
uuid:418e6046-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	PRKG1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 3',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 3',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 3.0})] })	observation
uuid:418e6870-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	LPP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 4',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 4',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 4.0})] })	observation
uuid:418e70ae-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	MYH11	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 5',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 5',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 5.0})] })	observation
uuid:418e7932-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	NEAT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 6',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 6',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 6.0})] })	observation
uuid:418e815c-455c-11f0-bac5-92a5c40acabb	Anterior Cerebral Artery	biolink:expresses	CALD1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 7',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 7',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 7.0})] })	observation
